#score	name1	strand1	size1	zstart1	end1	name2	strand2	size2	zstart2	end2	identity	idPct	coverage	covPct
4521	U00096.2	+	4639675	108204	108252	NODE_80211_length_34_cov_3.029412	+	48	0	48	48/48	100.0%	48/48	100.0%
3343	U00096.2	+	4639675	108242	108283	NODE_80213_length_27_cov_1.000000	+	41	0	41	38/41	92.7%	41/41	100.0%
3675	U00096.2	+	4639675	108287	108326	NODE_80218_length_25_cov_2.000000	+	39	0	39	39/39	100.0%	39/39	100.0%
4002	U00096.2	+	4639675	108354	108396	NODE_80220_length_28_cov_3.035714	+	42	0	42	42/42	100.0%	42/42	100.0%
4345	U00096.2	+	4639675	108565	108627	NODE_80236_length_46_cov_1.000000	+	60	0	60	57/60	95.0%	60/60	100.0%
4211	U00096.2	+	4639675	108624	108668	NODE_80239_length_30_cov_1.000000	+	44	0	44	44/44	100.0%	44/44	100.0%
22272	U00096.2	+	4639675	108771	109145	NODE_80243_length_357_cov_1.000000	+	371	0	371	326/358	91.1%	371/371	100.0%
15117	U00096.2	+	4639675	109134	109340	NODE_80244_length_182_cov_1.000000	+	196	0	196	187/190	98.4%	196/196	100.0%
5085	U00096.2	+	4639675	109337	109434	NODE_80247_length_140_cov_1.000000	+	154	0	92	78/91	85.7%	92/154	59.7%
4666	U00096.2	+	4639675	109531	109580	NODE_80249_length_51_cov_1.000000	+	65	14	63	49/49	100.0%	49/65	75.4%
22181	U00096.2	+	4639675	109714	110043	NODE_80254_length_329_cov_1.000000	+	343	16	338	300/315	95.2%	322/343	93.9%
5621	U00096.2	+	4639675	110084	110153	NODE_80260_length_70_cov_1.000000	+	84	0	71	68/69	98.6%	71/84	84.5%
5702	U00096.2	+	4639675	110160	110228	NODE_80263_length_53_cov_1.000000	+	67	0	67	65/67	97.0%	67/67	100.0%
3738	U00096.2	+	4639675	110215	110254	NODE_80265_length_25_cov_1.000000	+	39	0	39	39/39	100.0%	39/39	100.0%
3365	U00096.2	+	4639675	110241	110276	NODE_80267_length_21_cov_1.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
6745	U00096.2	+	4639675	110264	110350	NODE_80268_length_74_cov_1.000000	+	88	0	81	81/81	100.0%	81/88	92.0%
3708	U00096.2	+	4639675	65294	65353	NODE_80812_length_45_cov_1.000000	+	59	0	59	53/58	91.4%	59/59	100.0%
3851	U00096.2	+	4639675	67821	67866	NODE_84428_length_31_cov_1.000000	+	45	0	45	42/45	93.3%	45/45	100.0%
3629	U00096.2	+	4639675	1984318	1984361	NODE_86149_length_29_cov_2.000000	-	43	0	43	41/43	95.3%	43/43	100.0%
6436	U00096.2	+	4639675	1984244	1984318	NODE_86150_length_60_cov_3.050000	-	74	0	74	71/74	95.9%	74/74	100.0%
4704	U00096.2	+	4639675	1984196	1984250	NODE_86151_length_40_cov_1.000000	-	54	0	54	52/54	96.3%	54/54	100.0%
4009	U00096.2	+	4639675	1984162	1984210	NODE_86152_length_33_cov_2.030303	-	47	0	47	47/47	100.0%	47/47	100.0%
4102	U00096.2	+	4639675	1983997	1984046	NODE_86158_length_37_cov_2.027027	-	51	0	51	48/49	98.0%	51/51	100.0%
3729	U00096.2	+	4639675	1983504	1983543	NODE_86186_length_25_cov_2.000000	-	39	0	39	39/39	100.0%	39/39	100.0%
3320	U00096.2	+	4639675	1983195	1983230	NODE_86198_length_21_cov_2.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
3576	U00096.2	+	4639675	1983050	1983097	NODE_86206_length_33_cov_1.000000	-	47	0	47	42/47	89.4%	47/47	100.0%
3456	U00096.2	+	4639675	1982964	1983000	NODE_86212_length_22_cov_2.045455	-	36	0	36	36/36	100.0%	36/36	100.0%
6381	U00096.2	+	4639675	1982858	1982961	NODE_86216_length_84_cov_1.000000	-	98	0	98	88/98	89.8%	98/98	100.0%
3574	U00096.2	+	4639675	1982307	1982344	NODE_86254_length_23_cov_3.000000	-	37	0	37	37/37	100.0%	37/37	100.0%
4651	U00096.2	+	4639675	1982081	1982134	NODE_86267_length_41_cov_1.000000	-	55	0	55	53/53	100.0%	55/55	100.0%
3147	U00096.2	+	4639675	1981394	1981427	NODE_86310_length_19_cov_6.157895	-	33	0	33	33/33	100.0%	33/33	100.0%
3314	U00096.2	+	4639675	612416	612460	NODE_88130_length_30_cov_1.000000	+	44	0	44	39/44	88.6%	44/44	100.0%
3474	U00096.2	+	4639675	614946	614982	NODE_88299_length_22_cov_4.318182	+	36	0	36	36/36	100.0%	36/36	100.0%
3465	U00096.2	+	4639675	615102	615138	NODE_88307_length_22_cov_1.000000	+	36	0	36	36/36	100.0%	36/36	100.0%
3856	U00096.2	+	4639675	615447	615487	NODE_88321_length_26_cov_5.961538	+	40	0	40	40/40	100.0%	40/40	100.0%
3736	U00096.2	+	4639675	57257	57316	NODE_89367_length_45_cov_1.000000	-	59	0	59	52/58	89.7%	59/59	100.0%
3520	U00096.2	+	4639675	3589620	3589657	NODE_91217_length_23_cov_4.000000	-	37	0	37	37/37	100.0%	37/37	100.0%
3665	U00096.2	+	4639675	3589513	3589551	NODE_91225_length_24_cov_4.000000	-	38	0	38	38/38	100.0%	38/38	100.0%
11359	U00096.2	+	4639675	3397188	3397372	NODE_91729_length_210_cov_1.000000	-	224	0	201	168/183	91.8%	201/224	89.7%
6342	U00096.2	+	4639675	3396623	3396790	NODE_91738_length_191_cov_1.000000	-	205	14	200	135/164	82.3%	186/205	90.7%
26866	U00096.2	+	4639675	3396189	3396608	NODE_91742_length_448_cov_1.000000	-	462	1	462	383/418	91.6%	461/462	99.8%
11499	U00096.2	+	4639675	3395612	3395777	NODE_91752_length_159_cov_1.000000	-	173	0	171	153/164	93.3%	171/173	98.8%
23778	U00096.2	+	4639675	3395174	3395505	NODE_91758_length_327_cov_1.000000	-	341	0	341	310/327	94.8%	341/341	100.0%
15541	U00096.2	+	4639675	3394949	3395174	NODE_91761_length_231_cov_1.000000	-	245	0	245	212/224	94.6%	245/245	100.0%
5261	U00096.2	+	4639675	3394452	3394539	NODE_91775_length_94_cov_1.000000	-	108	10	108	82/86	95.3%	98/108	90.7%
8827	U00096.2	+	4639675	3394322	3394443	NODE_91777_length_121_cov_1.000000	-	135	0	122	113/120	94.2%	122/135	90.4%
6744	U00096.2	+	4639675	3394165	3394262	NODE_91780_length_91_cov_1.000000	-	105	2	105	89/97	91.8%	103/105	98.1%
6641	U00096.2	+	4639675	3393506	3393591	NODE_91795_length_79_cov_1.000000	-	93	9	91	80/82	97.6%	82/93	88.2%
3787	U00096.2	+	4639675	3393437	3393481	NODE_91798_length_37_cov_1.000000	-	51	0	46	44/44	100.0%	46/51	90.2%
6920	U00096.2	+	4639675	3393348	3393448	NODE_91801_length_91_cov_1.000000	-	105	0	105	93/100	93.0%	105/105	100.0%
6972	U00096.2	+	4639675	3393117	3393217	NODE_91807_length_84_cov_1.000000	-	98	0	98	91/97	93.8%	98/98	100.0%
20122	U00096.2	+	4639675	3392883	3393128	NODE_91808_length_243_cov_1.000000	-	257	3	255	237/244	97.1%	252/257	98.1%
9540	U00096.2	+	4639675	3392653	3392816	NODE_91814_length_165_cov_1.000000	-	179	0	175	149/161	92.5%	175/179	97.8%
12769	U00096.2	+	4639675	3392481	3392666	NODE_91816_length_186_cov_1.000000	-	200	1	200	173/184	94.0%	199/200	99.5%
25844	U00096.2	+	4639675	3391970	3392360	NODE_91824_length_390_cov_1.000000	-	404	0	404	358/384	93.2%	404/404	100.0%
10255	U00096.2	+	4639675	3391838	3391983	NODE_91825_length_137_cov_1.000000	-	151	4	151	133/143	93.0%	147/151	97.4%
7167	U00096.2	+	4639675	3391677	3391778	NODE_91830_length_97_cov_1.000000	-	111	5	111	96/100	96.0%	106/111	95.5%
12778	U00096.2	+	4639675	3391484	3391669	NODE_91833_length_184_cov_1.000000	-	198	0	198	175/183	95.6%	198/198	100.0%
12166	U00096.2	+	4639675	3391337	3391495	NODE_91835_length_151_cov_1.000000	-	165	0	163	150/157	95.5%	163/165	98.8%
12961	U00096.2	+	4639675	3391163	3391350	NODE_91836_length_181_cov_1.000000	-	195	0	195	176/185	95.1%	195/195	100.0%
17995	U00096.2	+	4639675	3390917	3391176	NODE_91838_length_260_cov_1.000000	-	274	0	274	243/256	94.9%	274/274	100.0%
11335	U00096.2	+	4639675	3390670	3390929	NODE_91840_length_259_cov_1.000000	-	273	0	272	219/247	88.7%	272/273	99.6%
9983	U00096.2	+	4639675	3390380	3390559	NODE_91849_length_176_cov_1.000000	-	190	0	189	160/173	92.5%	189/190	99.5%
7990	U00096.2	+	4639675	3389968	3390104	NODE_91863_length_128_cov_1.000000	-	142	0	138	122/130	93.8%	138/142	97.2%
8635	U00096.2	+	4639675	3389787	3389942	NODE_91867_length_155_cov_1.000000	-	169	0	168	135/155	87.1%	168/169	99.4%
20685	U00096.2	+	4639675	3389463	3389761	NODE_91872_length_304_cov_1.000000	-	318	0	318	283/293	96.6%	318/318	100.0%
21897	U00096.2	+	4639675	3388800	3389117	NODE_91876_length_322_cov_1.000000	-	336	0	336	301/314	95.9%	336/336	100.0%
24115	U00096.2	+	4639675	3388374	3388689	NODE_91882_length_305_cov_1.000000	-	319	0	319	295/311	94.9%	319/319	100.0%
12753	U00096.2	+	4639675	3388183	3388385	NODE_91885_length_214_cov_1.000000	-	228	11	227	187/202	92.6%	216/228	94.7%
14326	U00096.2	+	4639675	3387938	3388177	NODE_91887_length_242_cov_1.000000	-	256	0	247	217/233	93.1%	247/256	96.5%
6389	U00096.2	+	4639675	1960393	1960486	NODE_92884_length_78_cov_2.012820	-	92	0	92	87/90	96.7%	92/92	100.0%
3866	U00096.2	+	4639675	1960364	1960405	NODE_92885_length_27_cov_2.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
3602	U00096.2	+	4639675	1960168	1960206	NODE_92892_length_24_cov_2.000000	-	38	0	38	38/38	100.0%	38/38	100.0%
4352	U00096.2	+	4639675	1960068	1960121	NODE_92899_length_37_cov_2.027027	-	51	0	51	51/51	100.0%	51/51	100.0%
3838	U00096.2	+	4639675	1959929	1959969	NODE_92905_length_26_cov_1.000000	-	40	0	40	40/40	100.0%	40/40	100.0%
3402	U00096.2	+	4639675	1959796	1959832	NODE_92915_length_22_cov_2.000000	-	36	0	36	36/36	100.0%	36/36	100.0%
3847	U00096.2	+	4639675	1959571	1959611	NODE_92925_length_26_cov_3.076923	-	40	0	40	40/40	100.0%	40/40	100.0%
4893	U00096.2	+	4639675	1959522	1959573	NODE_92927_length_37_cov_2.000000	-	51	0	51	51/51	100.0%	51/51	100.0%
3247	U00096.2	+	4639675	1959471	1959505	NODE_92936_length_20_cov_1.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
3165	U00096.2	+	4639675	1959452	1959485	NODE_92937_length_19_cov_2.105263	-	33	0	33	33/33	100.0%	33/33	100.0%
6092	U00096.2	+	4639675	1959379	1959466	NODE_92938_length_78_cov_1.000000	-	92	0	92	80/87	92.0%	92/92	100.0%
4304	U00096.2	+	4639675	1959118	1959174	NODE_92962_length_41_cov_1.000000	-	55	0	55	52/55	94.5%	55/55	100.0%
5782	U00096.2	+	4639675	1958911	1958977	NODE_92981_length_51_cov_1.000000	-	65	0	65	65/65	100.0%	65/65	100.0%
3547	U00096.2	+	4639675	1958879	1958916	NODE_92983_length_23_cov_2.086957	-	37	0	37	37/37	100.0%	37/37	100.0%
4520	U00096.2	+	4639675	1958795	1958842	NODE_92986_length_33_cov_2.939394	-	47	0	47	47/47	100.0%	47/47	100.0%
3392	U00096.2	+	4639675	1958367	1958402	NODE_93018_length_21_cov_3.047619	-	35	0	35	35/35	100.0%	35/35	100.0%
4293	U00096.2	+	4639675	1958274	1958319	NODE_93024_length_31_cov_2.064516	-	45	0	45	45/45	100.0%	45/45	100.0%
3629	U00096.2	+	4639675	1958168	1958206	NODE_93033_length_24_cov_3.000000	-	38	0	38	38/38	100.0%	38/38	100.0%
3944	U00096.2	+	4639675	1958133	1958178	NODE_93035_length_32_cov_1.000000	-	46	0	46	45/45	100.0%	46/46	100.0%
4119	U00096.2	+	4639675	1957548	1957598	NODE_93079_length_37_cov_1.000000	-	51	0	51	48/50	96.0%	51/51	100.0%
3997	U00096.2	+	4639675	259013	259075	NODE_93209_length_49_cov_1.000000	-	63	0	63	54/62	87.1%	63/63	100.0%
3417	U00096.2	+	4639675	280242	280282	NODE_94736_length_26_cov_1.000000	+	40	0	40	38/40	95.0%	40/40	100.0%
3884	U00096.2	+	4639675	4523551	4523592	NODE_98272_length_27_cov_3.000000	+	41	0	41	41/41	100.0%	41/41	100.0%
3165	U00096.2	+	4639675	4524153	4524186	NODE_98305_length_19_cov_3.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
3529	U00096.2	+	4639675	4524611	4524648	NODE_98327_length_27_cov_2.037037	+	41	0	37	37/37	100.0%	37/41	90.2%
5789	U00096.2	+	4639675	4524679	4524749	NODE_98330_length_55_cov_2.018182	+	69	0	69	66/69	95.7%	69/69	100.0%
9568	U00096.2	+	4639675	4524827	4524927	NODE_98338_length_86_cov_2.000000	+	100	0	100	100/100	100.0%	100/100	100.0%
4673	U00096.2	+	4639675	4524913	4524970	NODE_98339_length_44_cov_1.000000	+	58	0	58	55/57	96.5%	58/58	100.0%
3265	U00096.2	+	4639675	4524972	4525006	NODE_98342_length_20_cov_2.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
3256	U00096.2	+	4639675	4525061	4525095	NODE_98348_length_20_cov_2.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
4511	U00096.2	+	4639675	4525145	4525192	NODE_98350_length_33_cov_2.030303	+	47	0	47	47/47	100.0%	47/47	100.0%
5918	U00096.2	+	4639675	4525217	4525305	NODE_98355_length_75_cov_1.000000	+	89	0	89	80/86	93.0%	89/89	100.0%
5312	U00096.2	+	4639675	4525292	4525361	NODE_98357_length_60_cov_1.000000	+	74	0	69	62/69	89.9%	69/74	93.2%
4257	U00096.2	+	4639675	4525353	4525418	NODE_98359_length_54_cov_1.000000	+	68	0	68	61/64	95.3%	68/68	100.0%
3165	U00096.2	+	4639675	4525497	4525530	NODE_98364_length_19_cov_2.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
6026	U00096.2	+	4639675	4525531	4525595	NODE_98368_length_50_cov_2.000000	+	64	0	64	63/64	98.4%	64/64	100.0%
3311	U00096.2	+	4639675	4525642	4525677	NODE_98374_length_21_cov_2.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
4961	U00096.2	+	4639675	4525663	4525723	NODE_98375_length_48_cov_1.000000	+	62	0	62	58/60	96.7%	62/62	100.0%
6974	U00096.2	+	4639675	4525711	4525818	NODE_98377_length_95_cov_1.000000	+	109	0	109	97/102	95.1%	109/109	100.0%
4238	U00096.2	+	4639675	4525804	4525848	NODE_98378_length_30_cov_2.033333	+	44	0	44	44/44	100.0%	44/44	100.0%
3520	U00096.2	+	4639675	4525834	4525871	NODE_98379_length_23_cov_1.000000	+	37	0	37	37/37	100.0%	37/37	100.0%
3684	U00096.2	+	4639675	4525857	4525896	NODE_98380_length_25_cov_2.000000	+	39	0	39	39/39	100.0%	39/39	100.0%
4607	U00096.2	+	4639675	4525925	4525974	NODE_98385_length_35_cov_1.000000	+	49	0	49	48/49	98.0%	49/49	100.0%
7447	U00096.2	+	4639675	4525984	4526079	NODE_98388_length_81_cov_1.765432	+	95	0	93	90/93	96.8%	93/95	97.9%
3454	U00096.2	+	4639675	20736	20795	NODE_99793_length_45_cov_1.000000	-	59	0	59	48/59	81.4%	59/59	100.0%
4203	U00096.2	+	4639675	62278	62351	NODE_100488_length_59_cov_1.000000	+	73	0	73	56/73	76.7%	73/73	100.0%
6115	U00096.2	+	4639675	3572602	3572672	NODE_100791_length_57_cov_1.000000	+	71	0	71	69/70	98.6%	71/71	100.0%
3794	U00096.2	+	4639675	3572660	3572705	NODE_100793_length_34_cov_1.000000	+	48	0	48	45/45	100.0%	48/48	100.0%
3616	U00096.2	+	4639675	3572721	3572760	NODE_100799_length_25_cov_1.000000	+	39	0	39	38/39	97.4%	39/39	100.0%
3347	U00096.2	+	4639675	3573881	3573916	NODE_100849_length_21_cov_1.904762	+	35	0	35	35/35	100.0%	35/35	100.0%
3895	U00096.2	+	4639675	3573931	3573974	NODE_100851_length_29_cov_3.172414	+	43	0	43	42/43	97.7%	43/43	100.0%
5738	U00096.2	+	4639675	3574146	3574217	NODE_100857_length_55_cov_1.000000	+	69	0	69	67/69	97.1%	69/69	100.0%
4247	U00096.2	+	4639675	3574464	3574508	NODE_100866_length_30_cov_3.000000	+	44	0	44	44/44	100.0%	44/44	100.0%
4651	U00096.2	+	4639675	3576154	3576225	NODE_100920_length_60_cov_1.000000	+	74	0	74	65/70	92.9%	74/74	100.0%
3314	U00096.2	+	4639675	91007	91051	NODE_101063_length_30_cov_1.000000	+	44	0	44	39/44	88.6%	44/44	100.0%
4369	U00096.2	+	4639675	249563	249613	NODE_101760_length_38_cov_1.000000	-	52	0	52	50/50	100.0%	52/52	100.0%
3383	U00096.2	+	4639675	249296	249331	NODE_101768_length_30_cov_1.000000	-	44	9	44	35/35	100.0%	35/44	79.5%
3301	U00096.2	+	4639675	249124	249158	NODE_101778_length_20_cov_1.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
3283	U00096.2	+	4639675	248223	248257	NODE_101812_length_20_cov_2.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
5228	U00096.2	+	4639675	247928	247988	NODE_101819_length_47_cov_2.021277	-	61	0	61	60/60	100.0%	61/61	100.0%
6194	U00096.2	+	4639675	1784179	1784244	NODE_102576_length_51_cov_1.000000	-	65	0	65	65/65	100.0%	65/65	100.0%
5792	U00096.2	+	4639675	1784072	1784154	NODE_102578_length_78_cov_1.000000	-	92	0	91	81/82	98.8%	91/92	98.9%
6572	U00096.2	+	4639675	1783779	1783905	NODE_102590_length_113_cov_1.000000	-	127	0	127	104/121	86.0%	127/127	100.0%
4975	U00096.2	+	4639675	1783643	1783695	NODE_102595_length_38_cov_1.000000	-	52	0	52	52/52	100.0%	52/52	100.0%
4790	U00096.2	+	4639675	1783256	1783311	NODE_102600_length_40_cov_1.000000	-	54	0	54	54/54	100.0%	54/54	100.0%
4274	U00096.2	+	4639675	1782980	1783024	NODE_102603_length_30_cov_1.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
3789	U00096.2	+	4639675	1782759	1782800	NODE_102606_length_27_cov_1.000000	-	41	0	41	40/41	97.6%	41/41	100.0%
3429	U00096.2	+	4639675	1782590	1782626	NODE_102611_length_22_cov_1.000000	-	36	0	36	36/36	100.0%	36/36	100.0%
5711	U00096.2	+	4639675	1782498	1782565	NODE_102614_length_56_cov_1.000000	-	70	2	70	65/67	97.0%	68/70	97.1%
3265	U00096.2	+	4639675	1782254	1782288	NODE_102619_length_20_cov_1.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
3616	U00096.2	+	4639675	1782156	1782195	NODE_102622_length_26_cov_2.000000	-	40	1	40	38/39	97.4%	39/40	97.5%
4986	U00096.2	+	4639675	1782022	1782090	NODE_102625_length_53_cov_1.000000	-	67	0	67	62/67	92.5%	67/67	100.0%
3574	U00096.2	+	4639675	1780304	1780341	NODE_102704_length_23_cov_4.000000	-	37	0	37	37/37	100.0%	37/37	100.0%
4183	U00096.2	+	4639675	1780046	1780089	NODE_102715_length_29_cov_2.965517	-	43	0	43	43/43	100.0%	43/43	100.0%
3434	U00096.2	+	4639675	1779900	1779937	NODE_102720_length_23_cov_4.173913	-	37	0	37	36/37	97.3%	37/37	100.0%
3065	U00096.2	+	4639675	1776559	1776591	NODE_102870_length_18_cov_4.888889	-	32	0	32	32/32	100.0%	32/32	100.0%
3329	U00096.2	+	4639675	1776323	1776358	NODE_102879_length_21_cov_5.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
5027	U00096.2	+	4639675	36192	36325	NODE_103223_length_143_cov_1.000000	+	157	0	157	107/133	80.5%	157/157	100.0%
3865	U00096.2	+	4639675	1877132	1877172	NODE_104045_length_26_cov_1.000000	+	40	0	40	40/40	100.0%	40/40	100.0%
3454	U00096.2	+	4639675	1877333	1877373	NODE_104053_length_26_cov_1.000000	+	40	0	40	37/40	92.5%	40/40	100.0%
4020	U00096.2	+	4639675	1877639	1877681	NODE_104066_length_28_cov_3.035714	+	42	0	42	42/42	100.0%	42/42	100.0%
6655	U00096.2	+	4639675	1878150	1878224	NODE_104086_length_61_cov_2.032787	+	75	0	75	74/74	100.0%	75/75	100.0%
4755	U00096.2	+	4639675	1878316	1878371	NODE_104093_length_42_cov_1.000000	+	56	0	56	55/55	100.0%	56/56	100.0%
6110	U00096.2	+	4639675	1878545	1878615	NODE_104103_length_55_cov_2.000000	+	69	0	69	69/69	100.0%	69/69	100.0%
12935	U00096.2	+	4639675	1879350	1879611	NODE_104117_length_252_cov_1.000000	+	266	0	263	222/250	88.8%	263/266	98.9%
7791	U00096.2	+	4639675	1880488	1880679	NODE_104135_length_185_cov_1.000000	+	199	0	199	156/183	85.2%	199/199	100.0%
15801	U00096.2	+	4639675	1880981	1881602	NODE_104140_length_625_cov_1.000000	+	639	1	638	444/567	78.3%	637/639	99.7%
11248	U00096.2	+	4639675	1881591	1881801	NODE_104142_length_191_cov_1.000000	+	205	1	205	179/197	90.9%	204/205	99.5%
4234	U00096.2	+	4639675	16360	16429	NODE_104438_length_55_cov_1.000000	-	69	0	69	55/69	79.7%	69/69	100.0%
4514	U00096.2	+	4639675	276885	276950	NODE_104614_length_54_cov_1.000000	-	68	0	68	58/65	89.2%	68/68	100.0%
4065	U00096.2	+	4639675	275883	275942	NODE_104649_length_44_cov_1.000000	-	58	0	58	52/58	89.7%	58/58	100.0%
4029	U00096.2	+	4639675	1966753	1966795	NODE_105485_length_28_cov_4.107143	+	42	0	42	42/42	100.0%	42/42	100.0%
3383	U00096.2	+	4639675	2302216	2302251	NODE_106470_length_21_cov_2.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
3292	U00096.2	+	4639675	2303898	2303932	NODE_106514_length_20_cov_2.050000	+	34	0	34	34/34	100.0%	34/34	100.0%
6503	U00096.2	+	4639675	2304326	2304404	NODE_106529_length_65_cov_1.000000	+	79	0	79	75/78	96.2%	79/79	100.0%
3565	U00096.2	+	4639675	2304533	2304570	NODE_106534_length_23_cov_1.000000	+	37	0	37	37/37	100.0%	37/37	100.0%
3354	U00096.2	+	4639675	2305250	2305296	NODE_106555_length_32_cov_1.000000	+	46	0	46	40/46	87.0%	46/46	100.0%
3256	U00096.2	+	4639675	2305643	2305677	NODE_106567_length_20_cov_1.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
4665	U00096.2	+	4639675	2306198	2306251	NODE_106589_length_39_cov_1.000000	+	53	0	53	51/53	96.2%	53/53	100.0%
4294	U00096.2	+	4639675	2306476	2306531	NODE_106601_length_42_cov_1.000000	+	56	0	56	54/54	100.0%	56/56	100.0%
3467	U00096.2	+	4639675	1865376	1865433	NODE_107821_length_43_cov_1.000000	-	57	0	57	46/57	80.7%	57/57	100.0%
3517	U00096.2	+	4639675	1862000	1862042	NODE_107918_length_27_cov_1.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
4423	U00096.2	+	4639675	1861913	1861980	NODE_107920_length_52_cov_1.000000	-	66	0	66	60/64	93.8%	66/66	100.0%
17770	U00096.2	+	4639675	1859977	1860225	NODE_108072_length_239_cov_1.000000	+	253	0	253	231/245	94.3%	253/253	100.0%
6637	U00096.2	+	4639675	1860266	1860341	NODE_108075_length_60_cov_1.000000	+	74	0	74	74/74	100.0%	74/74	100.0%
17119	U00096.2	+	4639675	1860384	1860598	NODE_108078_length_205_cov_1.000000	+	219	7	219	209/210	99.5%	212/219	96.8%
7501	U00096.2	+	4639675	1860588	1860678	NODE_108079_length_80_cov_1.000000	+	94	3	94	88/89	98.9%	91/94	96.8%
9983	U00096.2	+	4639675	1860665	1860793	NODE_108080_length_110_cov_1.000000	+	124	0	124	121/124	97.6%	124/124	100.0%
39360	U00096.2	+	4639675	1860780	1861254	NODE_108081_length_462_cov_1.000000	+	476	0	476	462/468	98.7%	476/476	100.0%
7228	U00096.2	+	4639675	1861241	1861321	NODE_108082_length_67_cov_1.000000	+	81	0	81	80/80	100.0%	81/81	100.0%
3299	U00096.2	+	4639675	1861345	1861387	NODE_108086_length_28_cov_1.000000	+	42	0	42	38/42	90.5%	42/42	100.0%
4705	U00096.2	+	4639675	1861375	1861428	NODE_108087_length_41_cov_1.000000	+	55	0	55	53/53	100.0%	55/55	100.0%
5533	U00096.2	+	4639675	1861415	1861479	NODE_108088_length_51_cov_1.000000	+	65	0	65	63/64	98.4%	65/65	100.0%
6009	U00096.2	+	4639675	1861472	1861547	NODE_108090_length_60_cov_1.000000	+	74	0	74	71/74	95.9%	74/74	100.0%
3629	U00096.2	+	4639675	1861548	1861586	NODE_108092_length_24_cov_1.000000	+	38	0	38	38/38	100.0%	38/38	100.0%
3832	U00096.2	+	4639675	1861641	1861696	NODE_108096_length_54_cov_1.000000	+	68	15	68	51/53	96.2%	53/68	77.9%
4679	U00096.2	+	4639675	1861913	1861980	NODE_108102_length_56_cov_1.000000	+	70	0	70	62/65	95.4%	70/70	100.0%
3583	U00096.2	+	4639675	1862110	1862147	NODE_108109_length_23_cov_1.000000	+	37	0	37	37/37	100.0%	37/37	100.0%
3465	U00096.2	+	4639675	1862156	1862192	NODE_108111_length_22_cov_2.000000	+	36	0	36	36/36	100.0%	36/36	100.0%
3383	U00096.2	+	4639675	1862587	1862622	NODE_108131_length_21_cov_1.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
3820	U00096.2	+	4639675	1862880	1862920	NODE_108141_length_26_cov_2.115385	+	40	0	40	40/40	100.0%	40/40	100.0%
4545	U00096.2	+	4639675	1862979	1863036	NODE_108145_length_41_cov_3.097561	+	55	0	55	54/55	98.2%	55/55	100.0%
3201	U00096.2	+	4639675	1863055	1863088	NODE_108148_length_19_cov_3.052632	+	33	0	33	33/33	100.0%	33/33	100.0%
3380	U00096.2	+	4639675	1863074	1863114	NODE_108149_length_26_cov_1.000000	+	40	0	40	37/40	92.5%	40/40	100.0%
3338	U00096.2	+	4639675	604990	605035	NODE_108510_length_34_cov_1.000000	+	48	3	48	40/45	88.9%	45/48	93.8%
3156	U00096.2	+	4639675	599140	599173	NODE_108762_length_19_cov_3.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
4012	U00096.2	+	4639675	599235	599297	NODE_108767_length_48_cov_1.000000	+	62	0	62	51/62	82.3%	62/62	100.0%
3410	U00096.2	+	4639675	106627	106662	NODE_110914_length_21_cov_1.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
5156	U00096.2	+	4639675	77534	77627	NODE_111200_length_82_cov_1.000000	-	96	1	96	76/93	81.7%	95/96	99.0%
3372	U00096.2	+	4639675	12248	12291	NODE_112421_length_29_cov_1.000000	+	43	0	43	39/43	90.7%	43/43	100.0%
5234	U00096.2	+	4639675	108463	108575	NODE_112850_length_102_cov_1.000000	+	116	0	116	94/107	87.9%	116/116	100.0%
5546	U00096.2	+	4639675	108694	108769	NODE_112856_length_65_cov_1.000000	+	79	0	79	71/75	94.7%	79/79	100.0%
4038	U00096.2	+	4639675	2520045	2520087	NODE_113211_length_28_cov_1.000000	+	42	0	42	42/42	100.0%	42/42	100.0%
5869	U00096.2	+	4639675	2521878	2521962	NODE_113259_length_77_cov_1.000000	+	91	0	89	82/83	98.8%	89/91	97.8%
3333	U00096.2	+	4639675	46432	46472	NODE_113408_length_27_cov_1.000000	+	41	0	40	37/40	92.5%	40/41	97.6%
3763	U00096.2	+	4639675	8502	8546	NODE_114085_length_30_cov_1.000000	+	44	0	44	42/44	95.5%	44/44	100.0%
